id_reseña,texto_reseña,etiqueta_comida_pos,etiqueta_servicio_pos,etiqueta_ambiente_pos,etiqueta_precio_pos,etiqueta_comida_neg,etiqueta_servicio_neg,etiqueta_ambiente_neg,etiqueta_precio_neg
gr_00307,Reservamos mesa para cuatro. Un trato profesional y cercano. Fue una velada agradable.,0,1,0,0,0,0,0,0
gr_00308,Nos atendieron muy rápido. Nos pareció muy barato para lo bien que comimos. Fue una velada agradable.,0,1,0,1,0,0,0,0
gr_00309,"El personal conocía bien la carta y nos aconsejó genial. El local tiene una decoración preciosa. Las mesas estaban demasiado juntas, sin privacidad. En general, fue una velada con altibajos.",0,1,1,0,0,0,1,0
gr_00310,Era nuestra primera vez en este sitio. El servicio fue excepcional. Música de fondo perfecta. Los sabores eran increíbles. Nos pareció muy barato para lo bien que comimos. Fue una velada agradable.,1,1,1,1,0,0,0,0
gr_00311,Salimos muy contentos con la cuenta. Ingredientes frescos y de calidad. Fue una velada agradable.,1,0,0,1,0,0,0,0
gr_00312,El servicio fue excepcional. La comida estaba deliciosa. Fue una velada agradable.,1,1,0,0,0,0,0,0
gr_00313,"Las vistas desde el restaurante son espectaculares. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,0,0,0,0,0
gr_00314,Todo estaba en su punto. Los camareros fueron muy atentos y amables. Sitio ideal para una cena romántica. Salimos muy contentos con la cuenta. Fue una velada agradable.,1,1,1,1,0,0,0,0
gr_00315,"Lo recomendaría, pero con reservas.. Tengo sentimientos encontrados sobre este lugar.",0,0,0,0,0,0,0,0
gr_00316,"El local estaba sucio y descuidado. Fue carísimo, un auténtico robo. Tardaron una eternidad en atendernos. Una experiencia decepcionante.",0,0,0,0,0,1,1,1
gr_00317,"Tengo sentimientos encontrados sobre este lugar. Precios justos. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,0,1,0,0,0,0
gr_00318,Fuimos a cenar el sábado por la noche. El servicio fue excepcional. Fue una velada agradable.,0,1,0,0,0,0,0,0
gr_00319,"Era nuestra primera vez en este sitio. El local estaba sucio y descuidado. Una calidad pésima, no lo recomiendo. Una experiencia decepcionante.",0,0,0,0,1,0,1,0
gr_00320,Sitio ideal para una cena romántica. La comida estaba deliciosa. Fue una velada agradable.,1,0,1,0,0,0,0,0
gr_00321,"Tienen un menú del día con un precio fantástico. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,0,1,0,0,0,0
gr_00322,"Salimos muy contentos con la cuenta. Música de fondo perfecta. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,1,0,0,0,0
gr_00323,"Lo recomendaría, pero con reservas. El camarero fue muy borde y desagradable. El pollo estaba crudo. No vale lo que cuesta, ni de lejos. Había un ruido insoportable, no se podía hablar. En resumen, no creo que volvamos.",0,0,0,0,1,1,1,1
gr_00324,Fuimos a cenar el sábado por la noche. La presentación de los platos era impecable. Precios justos. Nos atendieron muy rápido. Fue una velada agradable.,1,1,0,1,0,0,0,0
gr_00325,"Lo recomendaría, pero con reservas. El mejor plato que he probado en mucho tiempo. Tienen un menú del día con un precio fantástico. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,0,1,0,0,0,0
gr_00326,"Precios desorbitados para la calidad que ofrecen. Los platos no tenían nada que ver con la descripción. En resumen, no creo que volvamos.",0,0,0,0,1,0,0,1
gr_00327,"Las vistas desde el restaurante son espectaculares. Precios justos. El mejor plato que he probado en mucho tiempo. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,1,1,0,0,0,0
gr_00328,"Era nuestra primera vez en este sitio. El mejor plato que he probado en mucho tiempo. Salimos muy contentos con la cuenta. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,0,1,0,0,0,0
gr_00329,"Tengo sentimientos encontrados sobre este lugar. Nos cobraron cosas que no pedimos. En resumen, no creo que volvamos.",0,0,0,0,0,0,0,1
gr_00330,"Sitio ideal para una cena romántica. Una estafa, hay sitios mucho mejores y más baratos. En general, fue una velada con altibajos.",0,0,1,0,0,0,0,1
gr_00331,"Era nuestra primera vez en este sitio. El servicio fue excepcional. Una calidad pésima, no lo recomiendo. Tengo sentimientos encontrados sobre este lugar.",0,1,0,0,1,0,0,0
gr_00332,"Lo recomendaría, pero con reservas. El pollo estaba crudo. La música estaba altísima. En resumen, no creo que volvamos.",0,0,0,0,1,0,1,0
gr_00333,Tardaron una eternidad en atendernos. Una experiencia decepcionante.,0,0,0,0,0,1,0,0
gr_00334,"Era nuestra primera vez en este sitio. Los camareros fueron muy atentos y amables. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,0,0,0,0,0,0
gr_00335,"Demasiado aceite en todo. Tardaron una eternidad en atendernos. No vale lo que cuesta, ni de lejos. En resumen, no creo que volvamos.",0,0,0,0,1,1,0,1
gr_00336,Música de fondo perfecta. Fue una velada agradable.,0,0,1,0,0,0,0,0
gr_00337,"Era nuestra primera vez en este sitio. La relación calidad-precio es inmejorable. Sitio ideal para una cena romántica. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,1,0,0,0,0
gr_00338,Era nuestra primera vez en este sitio. El mejor plato que he probado en mucho tiempo. Fue una velada agradable.,1,0,0,0,0,0,0,0
gr_00339,"Lo recomendaría, pero con reservas. Decoración anticuada y fea. Los platos no tenían nada que ver con la descripción. Precios desorbitados para la calidad que ofrecen. El camarero fue muy borde y desagradable. En resumen, no creo que volvamos.",0,0,0,0,1,1,1,1
gr_00340,"Lo recomendaría, pero con reservas. Los camareros fueron muy atentos y amables. Fue una velada agradable.",0,1,0,0,0,0,0,0
gr_00341,Reservamos mesa para cuatro. El camarero fue muy borde y desagradable. Precios desorbitados para la calidad que ofrecen. La paella estaba pasada. Una experiencia decepcionante.,0,0,0,0,1,1,0,1
gr_00342,Música de fondo perfecta. Fue una velada agradable.,0,0,1,0,0,0,0,0
gr_00343,"Tengo sentimientos encontrados sobre este lugar. La paella estaba pasada. Tuvimos que pedir la cuenta tres veces. En resumen, no creo que volvamos.",0,0,0,0,1,1,0,0
gr_00344,"Tengo sentimientos encontrados sobre este lugar. Un ambiente muy acogedor y tranquilo. No vale lo que cuesta, ni de lejos. Una calidad pésima, no lo recomiendo. En general, fue una velada con altibajos.",0,0,1,0,1,0,0,1
gr_00345,"Precios justos. Había un ruido insoportable, no se podía hablar. En general, fue una velada con altibajos.",0,0,0,1,0,0,1,0
gr_00346,"Lo recomendaría, pero con reservas. El personal conocía bien la carta y nos aconsejó genial. Salimos muy contentos con la cuenta. Todo estaba en su punto. En resumen, nuestra experiencia fue muy satisfactoria.",1,1,0,1,0,0,0,0
gr_00347,"Tengo sentimientos encontrados sobre este lugar. Música de fondo perfecta. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,0,0,0,0,0
gr_00348,"Nos atendieron muy rápido. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,0,0,0,0,0,0
gr_00349,"Lo recomendaría, pero con reservas. El local tiene una decoración preciosa. El mejor plato que he probado en mucho tiempo. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,1,0,0,0,0,0
gr_00350,Nos atendieron muy rápido. Nos pareció muy barato para lo bien que comimos. Fue una velada agradable.,0,1,0,1,0,0,0,0
gr_00351,"Reservamos mesa para cuatro. El servicio fue excepcional. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,0,0,0,0,0,0
gr_00352,La presentación de los platos era impecable. El personal conocía bien la carta y nos aconsejó genial. Fue una velada agradable.,1,1,0,0,0,0,0,0
gr_00353,"Los platos no tenían nada que ver con la descripción. Nos cobraron cosas que no pedimos. En resumen, no creo que volvamos.",0,0,0,0,1,0,0,1
gr_00354,Tengo sentimientos encontrados sobre este lugar. Ingredientes frescos y de calidad. Fue una velada agradable.,1,0,0,0,0,0,0,0
gr_00355,"Fue carísimo, un auténtico robo. La comida estaba fría y sin sabor. Las mesas estaban demasiado juntas, sin privacidad. Una experiencia decepcionante.",0,0,0,0,1,0,1,1
gr_00356,"Lo recomendaría, pero con reservas. Tienen un menú del día con un precio fantástico. Las mesas estaban demasiado juntas, sin privacidad. El pollo estaba crudo. En general, fue una velada con altibajos.",0,0,0,1,1,0,1,0
gr_00357,Tengo sentimientos encontrados sobre este lugar. Los sabores eran increíbles. Fue una velada agradable.,1,0,0,0,0,0,0,0
gr_00358,"Era nuestra primera vez en este sitio. Las mesas estaban demasiado juntas, sin privacidad. En resumen, no creo que volvamos.",0,0,0,0,0,0,1,0
gr_00359,"Nos atendieron muy rápido. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,0,0,0,0,0,0
gr_00360,"Reservamos mesa para cuatro. La comida estaba fría y sin sabor. No vale lo que cuesta, ni de lejos. En resumen, no creo que volvamos.",0,0,0,0,1,0,0,1
gr_00361,"Las vistas desde el restaurante son espectaculares. Un trato profesional y cercano. Servicio lento y desorganizado. En general, fue una velada con altibajos.",0,1,1,0,0,1,0,0
gr_00362,"Tardaron una eternidad en atendernos. El pollo estaba crudo. En resumen, no creo que volvamos.",0,0,0,0,1,1,0,0
gr_00363,"Lo recomendaría, pero con reservas. Salimos muy contentos con la cuenta. Un trato profesional y cercano. La comida estaba fría y sin sabor. En general, fue una velada con altibajos.",0,1,0,1,1,0,0,0
gr_00364,Tengo sentimientos encontrados sobre este lugar. Tuvimos que pedir la cuenta tres veces. Una experiencia decepcionante.,0,0,0,0,0,1,0,0
gr_00365,"Tienen un menú del día con un precio fantástico. El personal conocía bien la carta y nos aconsejó genial. El local tiene una decoración preciosa. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,1,1,0,0,0,0
gr_00366,"Precios justos. La música estaba altísima. En general, fue una velada con altibajos.",0,0,0,1,0,0,1,0
gr_00367,"Tengo sentimientos encontrados sobre este lugar. Servicio lento y desorganizado. En resumen, no creo que volvamos.",0,0,0,0,0,1,0,0
gr_00368,Fuimos a cenar el sábado por la noche. El local tiene una decoración preciosa. La comida estaba deliciosa. Fue una velada agradable.,1,0,1,0,0,0,0,0
gr_00369,"Tengo sentimientos encontrados sobre este lugar. Nos pareció muy barato para lo bien que comimos. Un trato profesional y cercano. La música estaba altísima. En general, fue una velada con altibajos.",0,1,0,1,0,0,1,0
gr_00370,"Se equivocaron varias veces con la comanda. En resumen, no creo que volvamos.",0,0,0,0,0,1,0,0
gr_00371,"Lo recomendaría, pero con reservas. El local estaba sucio y descuidado. Nos cobraron cosas que no pedimos. El pollo estaba crudo. En resumen, no creo que volvamos.",0,0,0,0,1,0,1,1
gr_00372,La relación calidad-precio es inmejorable. Ingredientes frescos y de calidad. El servicio fue excepcional. Sitio ideal para una cena romántica. Fue una velada agradable.,1,1,1,1,0,0,0,0
gr_00373,Fuimos a cenar el sábado por la noche.. Tengo sentimientos encontrados sobre este lugar.,0,0,0,0,0,0,0,0
gr_00374,"Reservamos mesa para cuatro. Una estafa, hay sitios mucho mejores y más baratos. El local estaba sucio y descuidado. Una experiencia decepcionante.",0,0,0,0,0,0,1,1
gr_00375,Reservamos mesa para cuatro. Las vistas desde el restaurante son espectaculares. Tienen un menú del día con un precio fantástico. Fue una velada agradable.,0,0,1,1,0,0,0,0
gr_00376,"Era nuestra primera vez en este sitio.. Lo recomendaría, pero con reservas.",0,0,0,0,0,0,0,0
gr_00377,"Era nuestra primera vez en este sitio. Un ambiente muy acogedor y tranquilo. El local estaba sucio y descuidado. Una estafa, hay sitios mucho mejores y más baratos. En general, fue una velada con altibajos.",0,0,1,0,0,0,1,1
gr_00378,"Tengo sentimientos encontrados sobre este lugar. La música estaba altísima. Una estafa, hay sitios mucho mejores y más baratos. En resumen, no creo que volvamos.",0,0,0,0,0,0,1,1
gr_00379,"Había un ruido insoportable, no se podía hablar. Servicio lento y desorganizado. El pollo estaba crudo. En resumen, no creo que volvamos.",0,0,0,0,1,1,1,0
gr_00380,"Fuimos a cenar el sábado por la noche. El local tiene una decoración preciosa. Precios justos. Los camareros fueron muy atentos y amables. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,1,1,0,0,0,0
gr_00381,Era nuestra primera vez en este sitio. El camarero fue muy borde y desagradable. Decoración anticuada y fea. Una experiencia decepcionante.,0,0,0,0,0,1,1,0
gr_00382,"Era nuestra primera vez en este sitio. Un ambiente muy acogedor y tranquilo. Tienen un menú del día con un precio fantástico. Los platos no tenían nada que ver con la descripción. No vale lo que cuesta, ni de lejos. Tengo sentimientos encontrados sobre este lugar.",0,0,1,1,1,0,0,1
gr_00383,"Fuimos a cenar el sábado por la noche. Los sabores eran increíbles. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,0,0,0,0,0,0
gr_00384,"Era nuestra primera vez en este sitio. Un ambiente muy acogedor y tranquilo. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,0,0,0,0,0
gr_00385,Era nuestra primera vez en este sitio. El personal conocía bien la carta y nos aconsejó genial. La comida estaba deliciosa. Sitio ideal para una cena romántica. Fue una velada agradable.,1,1,1,0,0,0,0,0
gr_00386,"Era nuestra primera vez en este sitio. Un trato profesional y cercano. La presentación de los platos era impecable. Sitio ideal para una cena romántica. En resumen, nuestra experiencia fue muy satisfactoria.",1,1,1,0,0,0,0,0
gr_00387,"Lo recomendaría, pero con reservas. La relación calidad-precio es inmejorable. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,0,1,0,0,0,0
gr_00388,"Era nuestra primera vez en este sitio. Las vistas desde el restaurante son espectaculares. Precios desorbitados para la calidad que ofrecen. En general, fue una velada con altibajos.",0,0,1,0,0,0,0,1
gr_00389,"Fuimos a cenar el sábado por la noche. No vale lo que cuesta, ni de lejos. Una calidad pésima, no lo recomiendo. Una experiencia decepcionante.",0,0,0,0,1,0,0,1
gr_00390,Tardaron una eternidad en atendernos. Una experiencia decepcionante.,0,0,0,0,0,1,0,0
gr_00391,"El servicio fue excepcional. La comida estaba deliciosa. Fue carísimo, un auténtico robo. Tengo sentimientos encontrados sobre este lugar.",1,1,0,0,0,0,0,1
gr_00392,"Lo recomendaría, pero con reservas. Las mesas estaban demasiado juntas, sin privacidad. Una experiencia decepcionante.",0,0,0,0,0,0,1,0
gr_00393,"Fuimos a cenar el sábado por la noche. Todo estaba en su punto. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,0,0,0,0,0,0
gr_00394,La paella estaba pasada. Una experiencia decepcionante.,0,0,0,0,1,0,0,0
gr_00395,"Salimos muy contentos con la cuenta. Los camareros fueron muy atentos y amables. Sitio ideal para una cena romántica. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,1,1,0,0,0,0
gr_00396,"Reservamos mesa para cuatro. La música estaba altísima. Fue carísimo, un auténtico robo. Demasiado aceite en todo. Una experiencia decepcionante.",0,0,0,0,1,0,1,1
gr_00397,Era nuestra primera vez en este sitio. El pollo estaba crudo. Una experiencia decepcionante.,0,0,0,0,1,0,0,0
gr_00398,"Reservamos mesa para cuatro. Los camareros fueron muy atentos y amables. La presentación de los platos era impecable. En resumen, nuestra experiencia fue muy satisfactoria.",1,1,0,0,0,0,0,0
gr_00399,La paella estaba pasada. Decoración anticuada y fea. Una experiencia decepcionante.,0,0,0,0,1,0,1,0
gr_00400,Precios justos. Fue una velada agradable.,0,0,0,1,0,0,0,0
gr_00401,"Era nuestra primera vez en este sitio. Una calidad pésima, no lo recomiendo. En resumen, no creo que volvamos.",0,0,0,0,1,0,0,0
gr_00402,"Las mesas estaban demasiado juntas, sin privacidad. Una experiencia decepcionante.",0,0,0,0,0,0,1,0
gr_00403,"Era nuestra primera vez en este sitio. Precios justos. Un trato profesional y cercano. Las vistas desde el restaurante son espectaculares. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,1,1,0,0,0,0
gr_00404,"Fuimos a cenar el sábado por la noche. Música de fondo perfecta. Todo estaba en su punto. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,1,0,0,0,0,0
gr_00405,"Reservamos mesa para cuatro. El personal conocía bien la carta y nos aconsejó genial. Demasiado aceite en todo. Las mesas estaban demasiado juntas, sin privacidad. Tengo sentimientos encontrados sobre este lugar.",0,1,0,0,1,0,1,0
gr_00406,Tengo sentimientos encontrados sobre este lugar. Precios justos. Sitio ideal para una cena romántica. La comida estaba fría y sin sabor. Tengo sentimientos encontrados sobre este lugar.,0,0,1,1,1,0,0,0
gr_00407,Nos atendieron muy rápido. Fue una velada agradable.,0,1,0,0,0,0,0,0
gr_00408,El local estaba sucio y descuidado. Una experiencia decepcionante.,0,0,0,0,0,0,1,0
gr_00409,"Era nuestra primera vez en este sitio. El local tiene una decoración preciosa. Nos atendieron muy rápido. La relación calidad-precio es inmejorable. Todo estaba en su punto. En resumen, nuestra experiencia fue muy satisfactoria.",1,1,1,1,0,0,0,0
gr_00410,Era nuestra primera vez en este sitio. Ingredientes frescos y de calidad. Un ambiente muy acogedor y tranquilo. Fue una velada agradable.,1,0,1,0,0,0,0,0
gr_00411,"Era nuestra primera vez en este sitio. El pollo estaba crudo. El local estaba sucio y descuidado. Fue carísimo, un auténtico robo. Una experiencia decepcionante.",0,0,0,0,1,0,1,1
gr_00412,"Lo recomendaría, pero con reservas. Ingredientes frescos y de calidad. Música de fondo perfecta. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,1,0,0,0,0,0
gr_00413,"Reservamos mesa para cuatro. La relación calidad-precio es inmejorable. Los sabores eran increíbles. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,0,1,0,0,0,0
gr_00414,"Tengo sentimientos encontrados sobre este lugar. El personal conocía bien la carta y nos aconsejó genial. Las mesas estaban demasiado juntas, sin privacidad. En general, fue una velada con altibajos.",0,1,0,0,0,0,1,0
gr_00415,Tengo sentimientos encontrados sobre este lugar. Los camareros fueron muy atentos y amables. Nos pareció muy barato para lo bien que comimos. Nos cobraron cosas que no pedimos. Tengo sentimientos encontrados sobre este lugar.,0,1,0,1,0,0,0,1
gr_00416,"Nos pareció muy barato para lo bien que comimos. Las vistas desde el restaurante son espectaculares. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,1,0,0,0,0
gr_00417,"Tengo sentimientos encontrados sobre este lugar. Nos pareció muy barato para lo bien que comimos. Ingredientes frescos y de calidad. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,0,1,0,0,0,0
gr_00418,La presentación de los platos era impecable. Las vistas desde el restaurante son espectaculares. Fue una velada agradable.,1,0,1,0,0,0,0,0
gr_00419,"Una estafa, hay sitios mucho mejores y más baratos. Tuvimos que pedir la cuenta tres veces. Una experiencia decepcionante.",0,0,0,0,0,1,0,1
gr_00420,Fuimos a cenar el sábado por la noche. Los sabores eran increíbles. El servicio fue excepcional. El local tiene una decoración preciosa. Fue una velada agradable.,1,1,1,0,0,0,0,0
gr_00421,"Tengo sentimientos encontrados sobre este lugar. El local estaba sucio y descuidado. En resumen, no creo que volvamos.",0,0,0,0,0,0,1,0
gr_00422,Tengo sentimientos encontrados sobre este lugar. Las vistas desde el restaurante son espectaculares. Nos pareció muy barato para lo bien que comimos. Fue una velada agradable.,0,0,1,1,0,0,0,0
gr_00423,Fuimos a cenar el sábado por la noche. Las vistas desde el restaurante son espectaculares. Los camareros fueron muy atentos y amables. Fue una velada agradable.,0,1,1,0,0,0,0,0
gr_00424,"Tengo sentimientos encontrados sobre este lugar. El personal conocía bien la carta y nos aconsejó genial. Ingredientes frescos y de calidad. En resumen, nuestra experiencia fue muy satisfactoria.",1,1,0,0,0,0,0,0
gr_00425,La comida estaba deliciosa. La relación calidad-precio es inmejorable. Música de fondo perfecta. Los camareros fueron muy atentos y amables. Fue una velada agradable.,1,1,1,1,0,0,0,0
gr_00426,"Los sabores eran increíbles. Tienen un menú del día con un precio fantástico. Precios desorbitados para la calidad que ofrecen. El camarero fue muy borde y desagradable. En general, fue una velada con altibajos.",1,0,0,1,0,1,0,1
gr_00427,"Lo recomendaría, pero con reservas. La comida estaba fría y sin sabor. En resumen, no creo que volvamos.",0,0,0,0,1,0,0,0
gr_00428,"Tengo sentimientos encontrados sobre este lugar. Tardaron una eternidad en atendernos. Había un ruido insoportable, no se podía hablar. En resumen, no creo que volvamos.",0,0,0,0,0,1,1,0
gr_00429,Un trato profesional y cercano. Sitio ideal para una cena romántica. La comida estaba deliciosa. Fue una velada agradable.,1,1,1,0,0,0,0,0
gr_00430,Decoración anticuada y fea. Demasiado aceite en todo. Una experiencia decepcionante.,0,0,0,0,1,0,1,0
gr_00431,"Tengo sentimientos encontrados sobre este lugar.. Lo recomendaría, pero con reservas.",0,0,0,0,0,0,0,0
gr_00432,"Nos cobraron cosas que no pedimos. Había un ruido insoportable, no se podía hablar. Se equivocaron varias veces con la comanda. En resumen, no creo que volvamos.",0,0,0,0,0,1,1,1
gr_00433,Fuimos a cenar el sábado por la noche. La música estaba altísima. Una experiencia decepcionante.,0,0,0,0,0,0,1,0
gr_00434,"Lo recomendaría, pero con reservas. Sitio ideal para una cena romántica. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,0,0,0,0,0
gr_00435,Reservamos mesa para cuatro. Un ambiente muy acogedor y tranquilo. Los sabores eran increíbles. Nos pareció muy barato para lo bien que comimos. Fue una velada agradable.,1,0,1,1,0,0,0,0
gr_00436,"Lo recomendaría, pero con reservas. La presentación de los platos era impecable. La relación calidad-precio es inmejorable. Demasiado aceite en todo. Tengo sentimientos encontrados sobre este lugar.",1,0,0,1,1,0,0,0
gr_00437,"Lo recomendaría, pero con reservas. Un ambiente muy acogedor y tranquilo. El personal conocía bien la carta y nos aconsejó genial. Los sabores eran increíbles. La relación calidad-precio es inmejorable. Fue una velada agradable.",1,1,1,1,0,0,0,0
gr_00438,"El personal conocía bien la carta y nos aconsejó genial. Salimos muy contentos con la cuenta. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,0,1,0,0,0,0
gr_00439,Era nuestra primera vez en este sitio. El mejor plato que he probado en mucho tiempo. Fue una velada agradable.,1,0,0,0,0,0,0,0
gr_00440,Precios desorbitados para la calidad que ofrecen. Una experiencia decepcionante.,0,0,0,0,0,0,0,1
gr_00441,Música de fondo perfecta. Un trato profesional y cercano. Fue una velada agradable.,0,1,1,0,0,0,0,0
gr_00442,Reservamos mesa para cuatro.. Fuimos a cenar el sábado por la noche.,0,0,0,0,0,0,0,0
gr_00443,"No vale lo que cuesta, ni de lejos. Servicio lento y desorganizado. La comida estaba fría y sin sabor. En resumen, no creo que volvamos.",0,0,0,0,1,1,0,1
gr_00444,Tengo sentimientos encontrados sobre este lugar.. Tengo sentimientos encontrados sobre este lugar.,0,0,0,0,0,0,0,0
gr_00445,"Había un ruido insoportable, no se podía hablar. El camarero fue muy borde y desagradable. La comida estaba fría y sin sabor. Una experiencia decepcionante.",0,0,0,0,1,1,1,0
gr_00446,Sitio ideal para una cena romántica. Decoración anticuada y fea. Se equivocaron varias veces con la comanda. Tengo sentimientos encontrados sobre este lugar.,0,0,1,0,0,1,1,0
gr_00447,"Nos atendieron muy rápido. Música de fondo perfecta. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,1,0,0,0,0,0
gr_00448,Era nuestra primera vez en este sitio. Los platos no tenían nada que ver con la descripción. El camarero fue muy borde y desagradable. Una experiencia decepcionante.,0,0,0,0,1,1,0,0
gr_00449,"Era nuestra primera vez en este sitio. Nos atendieron muy rápido. La música estaba altísima. En general, fue una velada con altibajos.",0,1,0,0,0,0,1,0
gr_00450,Las vistas desde el restaurante son espectaculares. Nos pareció muy barato para lo bien que comimos. Fue una velada agradable.,0,0,1,1,0,0,0,0
gr_00451,"Un ambiente muy acogedor y tranquilo. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,0,0,0,0,0
gr_00452,"Tengo sentimientos encontrados sobre este lugar. La relación calidad-precio es inmejorable. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,0,1,0,0,0,0
gr_00453,El mejor plato que he probado en mucho tiempo. Un ambiente muy acogedor y tranquilo. Fue una velada agradable.,1,0,1,0,0,0,0,0
gr_00454,"Era nuestra primera vez en este sitio. El servicio fue excepcional. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,0,0,0,0,0,0
gr_00455,"Tengo sentimientos encontrados sobre este lugar. Sitio ideal para una cena romántica. Nos pareció muy barato para lo bien que comimos. El personal conocía bien la carta y nos aconsejó genial. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,1,1,0,0,0,0
gr_00456,Ingredientes frescos y de calidad. Nos atendieron muy rápido. El local estaba sucio y descuidado. Tengo sentimientos encontrados sobre este lugar.,1,1,0,0,0,0,1,0
gr_00457,Ingredientes frescos y de calidad. Música de fondo perfecta. Fue una velada agradable.,1,0,1,0,0,0,0,0
gr_00458,"Lo recomendaría, pero con reservas. El pollo estaba crudo. Las mesas estaban demasiado juntas, sin privacidad. Una experiencia decepcionante.",0,0,0,0,1,0,1,0
gr_00459,La relación calidad-precio es inmejorable. Un trato profesional y cercano. Todo estaba en su punto. Fue una velada agradable.,1,1,0,1,0,0,0,0
gr_00460,"Un ambiente muy acogedor y tranquilo. Los camareros fueron muy atentos y amables. El mejor plato que he probado en mucho tiempo. En resumen, nuestra experiencia fue muy satisfactoria.",1,1,1,0,0,0,0,0
gr_00461,"Fuimos a cenar el sábado por la noche. Los camareros fueron muy atentos y amables. La relación calidad-precio es inmejorable. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,0,1,0,0,0,0
gr_00462,"Nos pareció muy barato para lo bien que comimos. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,0,1,0,0,0,0
gr_00463,"Lo recomendaría, pero con reservas. Salimos muy contentos con la cuenta. Fue una velada agradable.",0,0,0,1,0,0,0,0
gr_00464,El servicio fue excepcional. La presentación de los platos era impecable. Salimos muy contentos con la cuenta. Fue una velada agradable.,1,1,0,1,0,0,0,0
gr_00465,"Fuimos a cenar el sábado por la noche. La relación calidad-precio es inmejorable. No vale lo que cuesta, ni de lejos. En general, fue una velada con altibajos.",0,0,0,1,0,0,0,1
gr_00466,"Era nuestra primera vez en este sitio. El local tiene una decoración preciosa. El personal conocía bien la carta y nos aconsejó genial. En resumen, nuestra experiencia fue muy satisfactoria.",0,1,1,0,0,0,0,0
gr_00467,Tengo sentimientos encontrados sobre este lugar. Nos atendieron muy rápido. La comida estaba deliciosa. Un ambiente muy acogedor y tranquilo. Fue una velada agradable.,1,1,1,0,0,0,0,0
gr_00468,"Reservamos mesa para cuatro. Precios justos. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,0,1,0,0,0,0
gr_00469,"Tengo sentimientos encontrados sobre este lugar. El local tiene una decoración preciosa. Precios justos. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,1,0,0,0,0
gr_00470,Un ambiente muy acogedor y tranquilo. Fue una velada agradable.,0,0,1,0,0,0,0,0
gr_00471,Reservamos mesa para cuatro. Sitio ideal para una cena romántica. El mejor plato que he probado en mucho tiempo. El personal conocía bien la carta y nos aconsejó genial. Fue una velada agradable.,1,1,1,0,0,0,0,0
gr_00472,"Tengo sentimientos encontrados sobre este lugar. Un trato profesional y cercano. El mejor plato que he probado en mucho tiempo. En resumen, nuestra experiencia fue muy satisfactoria.",1,1,0,0,0,0,0,0
gr_00473,"Tengo sentimientos encontrados sobre este lugar. La relación calidad-precio es inmejorable. Sitio ideal para una cena romántica. En resumen, nuestra experiencia fue muy satisfactoria.",0,0,1,1,0,0,0,0
gr_00474,"Era nuestra primera vez en este sitio. Una estafa, hay sitios mucho mejores y más baratos. El pollo estaba crudo. Una experiencia decepcionante.",0,0,0,0,1,0,0,1
gr_00475,"Los sabores eran increíbles. La relación calidad-precio es inmejorable. En resumen, nuestra experiencia fue muy satisfactoria.",1,0,0,1,0,0,0,0
gr_00476,Tengo sentimientos encontrados sobre este lugar. Tienen un menú del día con un precio fantástico. Fue una velada agradable.,0,0,0,1,0,0,0,0
