id_consulta,texto_consulta,etiqueta
825,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, contacten conmigo.",Consulta_Resultados
547,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, respondan pronto.",Facturacion
927,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar?",Consulta_Resultados
973,Necesito que me expliquen los resultados del último examen de colesterol. ¡Gracias!,Consulta_Resultados
610,¿Cuánto debo pagar por la última visita al oftalmólogo? Lo antes posible.,Facturacion
360,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Mi número de paciente es 987654.,Cita_Medica
71,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Lo antes posible.",Urgencia_Medica
944,"¿Puedo pasar a recoger los resultados de mi prueba de COVID? Por favor, respondan pronto.",Consulta_Resultados
684,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Estoy muy preocupado/a.",Facturacion
225,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien.",Urgencia_Medica
872,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Estoy muy preocupado/a.,Consulta_Resultados
743,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, contacten conmigo.",Facturacion
671,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Estoy muy preocupado/a.,Facturacion
340,¿Hay algún hueco libre para una revisión pediátrica este fin de mes?,Cita_Medica
450,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve.",Cita_Medica
134,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. ¡Gracias!",Urgencia_Medica
631,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Mi número de paciente es 987654.",Facturacion
501,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Mi número de paciente es 987654.,Facturacion
226,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Estoy muy preocupado/a.",Urgencia_Medica
183,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
963,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Estoy muy preocupado/a.,Consulta_Resultados
316,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Estoy muy preocupado/a.",Cita_Medica
981,Necesito que me expliquen los resultados del último examen de colesterol. Lo antes posible.,Consulta_Resultados
802,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Por favor, contacten conmigo.",Consulta_Resultados
506,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Lo antes posible.",Facturacion
770,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Estoy muy preocupado/a.",Consulta_Resultados
115,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
142,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Lo antes posible.",Urgencia_Medica
427,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Lo antes posible.,Cita_Medica
553,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro.,Facturacion
959,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Mi número de paciente es 987654.,Consulta_Resultados
261,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve.",Cita_Medica
974,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Lo antes posible.,Consulta_Resultados
45,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Por favor, respondan pronto.",Urgencia_Medica
1000,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, contacten conmigo.",Consulta_Resultados
564,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, respondan pronto.",Facturacion
831,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, respondan pronto.",Consulta_Resultados
764,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Mi número de paciente es 987654.",Consulta_Resultados
634,¿Cuánto debo pagar por la última visita al oftalmólogo? ¡Gracias!,Facturacion
508,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. ¡Gracias!",Facturacion
755,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar?",Consulta_Resultados
113,Tengo un dolor abdominal muy fuerte que no cede con nada. Lo antes posible.,Urgencia_Medica
752,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, respondan pronto.",Consulta_Resultados
293,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? ¡Gracias!,Cita_Medica
451,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Mi número de paciente es 987654.,Cita_Medica
104,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Lo antes posible.",Urgencia_Medica
856,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. ¡Gracias!,Consulta_Resultados
491,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Estoy muy preocupado/a.,Cita_Medica
937,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Por favor, contacten conmigo.",Consulta_Resultados
524,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, respondan pronto.",Facturacion
187,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Por favor, respondan pronto.",Urgencia_Medica
222,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. ¡Gracias!",Urgencia_Medica
207,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Lo antes posible.",Urgencia_Medica
760,¿Puedo pasar a recoger los resultados de mi prueba de COVID?,Consulta_Resultados
690,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro.,Facturacion
346,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Mi número de paciente es 987654.,Cita_Medica
237,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, contacten conmigo.",Urgencia_Medica
13,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Mi número de paciente es 987654.",Urgencia_Medica
334,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Lo antes posible.,Cita_Medica
844,"¿Están listos los resultados de mis análisis de sangre de la semana pasada? Por favor, contacten conmigo.",Consulta_Resultados
91,Tengo un dolor abdominal muy fuerte que no cede con nada. ¡Gracias!,Urgencia_Medica
381,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve.",Cita_Medica
105,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Mi número de paciente es 987654.",Urgencia_Medica
652,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Lo antes posible.",Facturacion
881,"¿Puedo pasar a recoger los resultados de mi prueba de COVID? Por favor, respondan pronto.",Consulta_Resultados
606,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Lo antes posible.",Facturacion
162,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? ¡Gracias!",Urgencia_Medica
29,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
546,¿Cuánto debo pagar por la última visita al oftalmólogo?,Facturacion
874,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Estoy muy preocupado/a.,Consulta_Resultados
11,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Estoy muy preocupado/a.",Urgencia_Medica
476,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, contacten conmigo.",Cita_Medica
242,Tengo un dolor abdominal muy fuerte que no cede con nada. Mi número de paciente es 987654.,Urgencia_Medica
569,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. ¡Gracias!",Facturacion
638,¿Cuánto debo pagar por la última visita al oftalmólogo?,Facturacion
568,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Por favor, contacten conmigo.",Facturacion
492,Quiero programar una cita para un chequeo de rutina la próxima semana.,Cita_Medica
826,Necesito que me expliquen los resultados del último examen de colesterol. Mi número de paciente es 987654.,Consulta_Resultados
678,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, respondan pronto.",Facturacion
585,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Mi número de paciente es 987654.,Facturacion
525,¿Cuánto debo pagar por la última visita al oftalmólogo?,Facturacion
929,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Mi número de paciente es 987654.,Consulta_Resultados
993,Necesito que me expliquen los resultados del último examen de colesterol. ¡Gracias!,Consulta_Resultados
478,Quiero programar una cita para un chequeo de rutina la próxima semana.,Cita_Medica
573,¿Cuánto debo pagar por la última visita al oftalmólogo? Lo antes posible.,Facturacion
930,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Estoy muy preocupado/a.,Consulta_Resultados
996,Necesito que me expliquen los resultados del último examen de colesterol. Estoy muy preocupado/a.,Consulta_Resultados
31,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Lo antes posible.",Urgencia_Medica
711,"Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Por favor, respondan pronto.",Facturacion
284,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Lo antes posible.,Cita_Medica
474,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, contacten conmigo.",Cita_Medica
379,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Mi número de paciente es 987654.,Cita_Medica
444,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana.",Cita_Medica
318,Quiero programar una cita para un chequeo de rutina la próxima semana.,Cita_Medica
462,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Mi número de paciente es 987654.,Cita_Medica
808,"¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Por favor, respondan pronto.",Consulta_Resultados
89,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Por favor, contacten conmigo.",Urgencia_Medica
983,¿Puedo pasar a recoger los resultados de mi prueba de COVID?,Consulta_Resultados
404,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Lo antes posible.,Cita_Medica
762,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Estoy muy preocupado/a.,Consulta_Resultados
7,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. ¡Gracias!",Urgencia_Medica
903,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? ¡Gracias!,Consulta_Resultados
290,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. ¡Gracias!",Cita_Medica
4,Tengo un dolor abdominal muy fuerte que no cede con nada.,Urgencia_Medica
80,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, contacten conmigo.",Urgencia_Medica
540,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Lo antes posible.",Facturacion
635,¿Cuánto debo pagar por la última visita al oftalmólogo? Lo antes posible.,Facturacion
865,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Lo antes posible.,Consulta_Resultados
537,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Lo antes posible.",Facturacion
580,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Por favor, contacten conmigo.",Facturacion
430,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. ¡Gracias!,Cita_Medica
452,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Mi número de paciente es 987654.,Cita_Medica
16,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Mi número de paciente es 987654.",Urgencia_Medica
30,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Mi número de paciente es 987654.",Urgencia_Medica
468,Quiero programar una cita para un chequeo de rutina la próxima semana.,Cita_Medica
249,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? ¡Gracias!",Urgencia_Medica
230,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Por favor, respondan pronto.",Urgencia_Medica
756,Necesito que me expliquen los resultados del último examen de colesterol. Lo antes posible.,Consulta_Resultados
140,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Estoy muy preocupado/a.",Urgencia_Medica
505,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Por favor, respondan pronto.",Facturacion
530,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Lo antes posible.",Facturacion
796,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, respondan pronto.",Consulta_Resultados
279,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Estoy muy preocupado/a.,Cita_Medica
657,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura?",Facturacion
812,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, respondan pronto.",Consulta_Resultados
109,Tengo un dolor abdominal muy fuerte que no cede con nada. Estoy muy preocupado/a.,Urgencia_Medica
832,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Mi número de paciente es 987654.,Consulta_Resultados
463,"Quiero programar una cita para un chequeo de rutina la próxima semana. Por favor, contacten conmigo.",Cita_Medica
281,"¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Por favor, respondan pronto.",Cita_Medica
798,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Mi número de paciente es 987654.,Consulta_Resultados
613,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Lo antes posible.",Facturacion
940,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Lo antes posible.",Consulta_Resultados
390,Quiero programar una cita para un chequeo de rutina la próxima semana. Mi número de paciente es 987654.,Cita_Medica
391,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? ¡Gracias!,Cita_Medica
239,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Estoy muy preocupado/a.",Urgencia_Medica
457,¿Hay algún hueco libre para una revisión pediátrica este fin de mes? ¡Gracias!,Cita_Medica
111,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Lo antes posible.",Urgencia_Medica
493,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Estoy muy preocupado/a.",Cita_Medica
175,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
923,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, contacten conmigo.",Consulta_Resultados
801,Necesito que me expliquen los resultados del último examen de colesterol. Lo antes posible.,Consulta_Resultados
119,Tengo un dolor abdominal muy fuerte que no cede con nada. Estoy muy preocupado/a.,Urgencia_Medica
908,"¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Por favor, contacten conmigo.",Consulta_Resultados
480,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Lo antes posible.",Cita_Medica
471,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10.,Cita_Medica
124,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Por favor, respondan pronto.",Urgencia_Medica
990,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Mi número de paciente es 987654.,Consulta_Resultados
862,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. ¡Gracias!,Consulta_Resultados
440,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Estoy muy preocupado/a.,Cita_Medica
377,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Estoy muy preocupado/a.",Cita_Medica
994,"¿Están listos los resultados de mis análisis de sangre de la semana pasada? Por favor, contacten conmigo.",Consulta_Resultados
212,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Por favor, contacten conmigo.",Urgencia_Medica
272,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Estoy muy preocupado/a.,Cita_Medica
968,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado?,Consulta_Resultados
397,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. ¡Gracias!",Cita_Medica
73,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Mi número de paciente es 987654.",Urgencia_Medica
543,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Lo antes posible.",Facturacion
67,Tengo un dolor abdominal muy fuerte que no cede con nada.,Urgencia_Medica
541,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Lo antes posible.",Facturacion
911,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado?,Consulta_Resultados
967,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Lo antes posible.,Consulta_Resultados
734,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Por favor, respondan pronto.",Facturacion
685,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Lo antes posible.",Facturacion
489,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10.,Cita_Medica
423,"¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Por favor, contacten conmigo.",Cita_Medica
957,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado?,Consulta_Resultados
370,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10.,Cita_Medica
845,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Estoy muy preocupado/a.,Consulta_Resultados
744,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Lo antes posible.",Facturacion
595,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. ¡Gracias!,Facturacion
357,Quiero programar una cita para un chequeo de rutina la próxima semana. ¡Gracias!,Cita_Medica
806,"Necesito que me expliquen los resultados del último examen de colesterol. Por favor, contacten conmigo.",Consulta_Resultados
577,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Lo antes posible.",Facturacion
15,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien.",Urgencia_Medica
232,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Mi número de paciente es 987654.",Urgencia_Medica
77,Tengo un dolor abdominal muy fuerte que no cede con nada. Mi número de paciente es 987654.,Urgencia_Medica
848,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Lo antes posible.",Consulta_Resultados
93,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Por favor, respondan pronto.",Urgencia_Medica
326,¿Hay algún hueco libre para una revisión pediátrica este fin de mes?,Cita_Medica
253,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
667,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Lo antes posible.",Facturacion
696,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Estoy muy preocupado/a.,Facturacion
824,"Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. Por favor, respondan pronto.",Consulta_Resultados
591,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Estoy muy preocupado/a.,Facturacion
991,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Lo antes posible.",Consulta_Resultados
626,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Lo antes posible.",Facturacion
331,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, contacten conmigo.",Cita_Medica
292,Quiero programar una cita para un chequeo de rutina la próxima semana. Estoy muy preocupado/a.,Cita_Medica
196,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, contacten conmigo.",Urgencia_Medica
14,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Por favor, contacten conmigo.",Urgencia_Medica
395,"Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10. Por favor, respondan pronto.",Cita_Medica
962,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Lo antes posible.",Consulta_Resultados
703,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas.",Facturacion
829,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? ¡Gracias!",Consulta_Resultados
723,¿Cuánto debo pagar por la última visita al oftalmólogo? ¡Gracias!,Facturacion
74,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Por favor, respondan pronto.",Urgencia_Medica
494,"¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Por favor, contacten conmigo.",Cita_Medica
472,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, contacten conmigo.",Cita_Medica
461,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Mi número de paciente es 987654.",Cita_Medica
485,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Por favor, respondan pronto.",Cita_Medica
951,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Lo antes posible.",Consulta_Resultados
682,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Estoy muy preocupado/a.",Facturacion
676,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Mi número de paciente es 987654.",Facturacion
629,"Tengo una duda con el copago que aparece en el último recibo, ¿pueden aclararlo? Mi número de paciente es 987654.",Facturacion
169,"He tomado demasiados medicamentos por error, por favor, necesito hablar con un médico de inmediato. Por favor, respondan pronto.",Urgencia_Medica
171,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
539,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Estoy muy preocupado/a.",Facturacion
35,Tengo un dolor abdominal muy fuerte que no cede con nada. Lo antes posible.,Urgencia_Medica
193,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Mi número de paciente es 987654.",Urgencia_Medica
979,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Mi número de paciente es 987654.,Consulta_Resultados
154,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Mi número de paciente es 987654.",Urgencia_Medica
966,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Mi número de paciente es 987654.",Consulta_Resultados
383,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
763,"¿Están listos los resultados de mis análisis de sangre de la semana pasada? Por favor, contacten conmigo.",Consulta_Resultados
438,Quisiera confirmar la hora de mi cita con la Dra. López mañana a las 10.,Cita_Medica
319,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Estoy muy preocupado/a.,Cita_Medica
240,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. ¡Gracias!",Urgencia_Medica
21,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar.",Urgencia_Medica
278,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Estoy muy preocupado/a.,Cita_Medica
323,Quiero programar una cita para un chequeo de rutina la próxima semana. ¡Gracias!,Cita_Medica
389,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Estoy muy preocupado/a.",Cita_Medica
964,Necesito que me expliquen los resultados del último examen de colesterol. ¡Gracias!,Consulta_Resultados
928,¿Han llegado los resultados del ultrasonido que me hice el lunes pasado? Lo antes posible.,Consulta_Resultados
335,"Necesito reprogramar mi consulta con el especialista en cardiología, la hora anterior no me sirve. Por favor, respondan pronto.",Cita_Medica
83,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente?",Urgencia_Medica
833,Quisiera saber si el doctor ya revisó los resultados de la resonancia magnética. ¡Gracias!,Consulta_Resultados
649,¿Cuánto debo pagar por la última visita al oftalmólogo? Mi número de paciente es 987654.,Facturacion
737,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Por favor, respondan pronto.",Facturacion
989,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Lo antes posible.,Consulta_Resultados
587,¿Cuánto debo pagar por la última visita al oftalmólogo? Mi número de paciente es 987654.,Facturacion
244,"Mi hijo se cayó y tiene un corte profundo, ¿a dónde podemos ir urgentemente? Por favor, contacten conmigo.",Urgencia_Medica
170,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. Estoy muy preocupado/a.",Urgencia_Medica
465,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Mi número de paciente es 987654.,Cita_Medica
567,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Estoy muy preocupado/a.",Facturacion
78,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar. Estoy muy preocupado/a.",Urgencia_Medica
698,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Mi número de paciente es 987654.",Facturacion
311,"¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Por favor, respondan pronto.",Cita_Medica
948,Necesito que me expliquen los resultados del último examen de colesterol. Mi número de paciente es 987654.,Consulta_Resultados
517,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Mi número de paciente es 987654.,Facturacion
901,¿Puedo pasar a recoger los resultados de mi prueba de COVID? Mi número de paciente es 987654.,Consulta_Resultados
947,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Por favor, contacten conmigo.",Consulta_Resultados
245,"Me duele el pecho y siento una presión muy fuerte, creo que es una emergencia. ¡Gracias!",Urgencia_Medica
731,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Estoy muy preocupado/a.",Facturacion
523,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? ¡Gracias!",Facturacion
681,"El cobro no se procesó correctamente, necesito hablar con el departamento de cuentas. Por favor, respondan pronto.",Facturacion
814,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Estoy muy preocupado/a.,Consulta_Resultados
385,"¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Por favor, contacten conmigo.",Cita_Medica
433,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Mi número de paciente es 987654.",Cita_Medica
228,"Necesito ayuda inmediatamente, tengo fiebre muy alta y no puedo respirar bien. Lo antes posible.",Urgencia_Medica
24,"Creo que estoy sufriendo una reacción alérgica grave, me cuesta tragar.",Urgencia_Medica
772,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar?",Consulta_Resultados
707,Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. ¡Gracias!,Facturacion
514,"Mi factura de este mes parece incorrecta, me cobraron por un servicio que no usé. Lo antes posible.",Facturacion
813,"No entiendo la nota sobre mis resultados de laboratorio, ¿alguien me los puede interpretar? Mi número de paciente es 987654.",Consulta_Resultados
952,¿Están listos los resultados de mis análisis de sangre de la semana pasada? Mi número de paciente es 987654.,Consulta_Resultados
126,"Tengo un dolor abdominal muy fuerte que no cede con nada. Por favor, contacten conmigo.",Urgencia_Medica
306,"¿Hay algún hueco libre para una revisión pediátrica este fin de mes? Por favor, contacten conmigo.",Cita_Medica
308,"Estoy buscando una cita inicial con un dermatólogo, preferiblemente por la mañana. Estoy muy preocupado/a.",Cita_Medica
497,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes?,Cita_Medica
458,¿Podría ver si el doctor García tiene disponibilidad para una consulta el martes? Lo antes posible.,Cita_Medica
617,"La compañía de seguros no ha cubierto la totalidad del servicio, ¿me ayudan a revisar la factura? Por favor, respondan pronto.",Facturacion
736,"Necesito solicitar una copia de mi factura de hace dos meses para mi seguro. Por favor, respondan pronto.",Facturacion
