ticket_id,tokens,ner_tags
tkt_00733,"['La', 'actualización', 'de', 'Android', '14', 'rompió', 'la', 'compatibilidad', 'con', 'Servidor', 'PowerEdge', 'R7', 'dando', 'RUNTIME_ERROR', '505', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'I-ERR', 'O']"
tkt_00734,"['Error', 'FATAL_SYS_ERROR', 'al', 'conectar', 'con', 'el', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00735,"['He', 'probado', 'a', 'reiniciar', 'el', 'ordenador', 'varias', 'veces', 'y', 'no', 'funciona.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00736,"['Tengo', 'un', 'problema', 'con', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00737,"['No', 'puedo', 'instalar', 'el', 'Router', 'Pro-Link', 'XG', 'en', 'mi', 'Red', 'Hat', 'Enterprise', '9', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O']"
tkt_00738,"['Estoy', 'recibiendo', 'el', 'código', '0x00A45F', 'constantemente', 'en', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00739,"['Error', '0xDEADBEEF', 'al', 'conectar', 'con', 'el', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00740,"['Ayuda,', 'el', 'Windows', 'Server', '2022', 'reporta', 'un', '0xDEADBEEF', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00741,"['La', 'actualización', 'de', 'Android', '14', 'rompió', 'la', 'compatibilidad', 'con', 'Router', 'Pro-Link', 'XG', 'dando', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00742,"['El', 'sistema', 'Red', 'Hat', 'Enterprise', '9', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00743,"['No', 'puedo', 'instalar', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', 'en', 'mi', 'iOS', '17', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'O']"
tkt_00744,"['No', 'puedo', 'instalar', 'el', 'Impresora', 'Laserjet', '400', 'en', 'mi', 'iOS', '17', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'O']"
tkt_00745,"['Estoy', 'recibiendo', 'el', 'código', 'E_PERM_DENIED', 'constantemente', 'en', 'el', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00746,"['La', 'actualización', 'de', 'iOS', '17', 'rompió', 'la', 'compatibilidad', 'con', 'App', 'de', 'Contabilidad', 'Plus', 'dando', '404_NOT_FOUND', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00747,"['Gracias', 'de', 'antemano', 'por', 'su', 'colaboración.']","['O', 'O', 'O', 'O', 'O', 'O']"
tkt_00748,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'E_PERM_DENIED', '.', 'Uso', 'Red', 'Hat', 'Enterprise', '9', 'y', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00749,"['Error', '0x00A45F', 'al', 'conectar', 'con', 'el', 'Monitor', 'UltraView', '27', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00750,"['He', 'seguido', 'todos', 'los', 'pasos', 'de', 'la', 'guía', 'de', 'instalación.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00751,"['No', 'puedo', 'instalar', 'el', 'Impresora', 'Laserjet', '400', 'en', 'mi', 'iOS', '17', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'O']"
tkt_00752,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0x00A45F', '.', 'Uso', 'macOS', 'Sonoma', 'y', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00753,"['Estoy', 'recibiendo', 'el', 'código', 'E_PERM_DENIED', 'constantemente', 'en', 'el', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00754,"['¿Pueden', 'ayudarme,', 'por', 'favor?', 'Es', 'muy', 'urgente.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00755,"['Estoy', 'recibiendo', 'el', 'código', 'FATAL_SYS_ERROR', 'constantemente', 'en', 'el', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00756,"['No', 'puedo', 'instalar', 'el', 'App', 'de', 'Contabilidad', 'Plus', 'en', 'mi', 'Ubuntu', '22.04', 'LTS', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O']"
tkt_00757,"['Estoy', 'recibiendo', 'el', 'código', '0x00A45F', 'constantemente', 'en', 'el', 'Firewall', 'XG-2100', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00758,"['Error', 'FATAL_SYS_ERROR', 'al', 'conectar', 'con', 'el', 'Firewall', 'XG-2100', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00759,"['He', 'probado', 'a', 'reiniciar', 'el', 'ordenador', 'varias', 'veces', 'y', 'no', 'funciona.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00760,"['Tengo', 'un', 'problema', 'con', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00761,"['Mi', 'Monitor', 'UltraView', '27', 'no', 'funciona', 'en', 'macOS', 'Sonoma', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O']"
tkt_00762,"['El', 'servicio', 'técnico', 'anterior', 'no', 'me', 'dio', 'una', 'solución.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00763,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', '0x00A45F', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00764,"['Estoy', 'recibiendo', 'el', 'código', 'E_CONN_REFUSED', 'constantemente', 'en', 'el', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00765,"['Error', '0xDEADBEEF', 'al', 'conectar', 'con', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00766,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0x00A45F', '.', 'Uso', 'Red', 'Hat', 'Enterprise', '9', 'y', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00767,"['He', 'seguido', 'todos', 'los', 'pasos', 'de', 'la', 'guía', 'de', 'instalación.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00768,"['Gracias', 'de', 'antemano', 'por', 'su', 'colaboración.']","['O', 'O', 'O', 'O', 'O', 'O']"
tkt_00769,"['Mi', 'Agente', 'de', 'Backup', 'v3.1', 'no', 'funciona', 'en', 'Windows', 'Server', '2022', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O']"
tkt_00770,"['No', 'puedo', 'instalar', 'el', 'Router', 'Pro-Link', 'XG', 'en', 'mi', 'Red', 'Hat', 'Enterprise', '9', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O']"
tkt_00771,"['Estoy', 'recibiendo', 'el', 'código', 'RUNTIME_ERROR', '505', 'constantemente', 'en', 'el', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'I-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00772,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'RUNTIME_ERROR', '505', '.', 'Uso', 'Windows', '11', 'y', 'Agente', 'de', 'Backup', 'v3.1', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'I-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00773,"['Mi', 'Router', 'Pro-Link', 'XG', 'no', 'funciona', 'en', 'Android', '14', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O']"
tkt_00774,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', '0xDEADBEEF', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00775,"['Estoy', 'recibiendo', 'el', 'código', 'E_CONN_REFUSED', 'constantemente', 'en', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00776,"['No', 'puedo', 'instalar', 'el', 'Router', 'Pro-Link', 'XG', 'en', 'mi', 'iOS', '17', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'O']"
tkt_00777,"['La', 'actualización', 'de', 'iOS', '17', 'rompió', 'la', 'compatibilidad', 'con', 'Firewall', 'XG-2100', 'dando', '0xDEADBEEF', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00778,"['Estoy', 'recibiendo', 'el', 'código', '404_NOT_FOUND', 'constantemente', 'en', 'el', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00779,"['Mi', 'equipo', 'es', 'un', 'Ubuntu', '22.04', 'LTS', 'y', 'el', 'software', 'Base', 'de', 'Datos', 'SQL-Flex', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00780,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0xDEADBEEF', '.', 'Uso', 'Ubuntu', '22.04', 'LTS', 'y', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00781,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'RUNTIME_ERROR', '505', '.', 'Uso', 'Windows', '11', 'y', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'I-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00782,"['Ayuda,', 'el', 'macOS', 'Sonoma', 'reporta', 'un', '404_NOT_FOUND', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00783,"['El', 'servicio', 'técnico', 'anterior', 'no', 'me', 'dio', 'una', 'solución.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00784,"['Error', '0xDEADBEEF', 'al', 'conectar', 'con', 'el', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00785,"['Error', '404_NOT_FOUND', 'al', 'conectar', 'con', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00786,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0x00A45F', '.', 'Uso', 'Windows', '11', 'y', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00787,"['Error', 'FATAL_SYS_ERROR', 'al', 'conectar', 'con', 'el', 'Monitor', 'UltraView', '27', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00788,"['Error', '0xDEADBEEF', 'al', 'conectar', 'con', 'el', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00789,"['Mi', 'Agente', 'de', 'Backup', 'v3.1', 'no', 'funciona', 'en', 'Red', 'Hat', 'Enterprise', '9', 'desde', 'ayer.']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O']"
tkt_00790,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', '0x00A45F', '.', 'Uso', 'Windows', '11', 'y', 'Base', 'de', 'Datos', 'SQL-Flex', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00791,"['Ayuda,', 'el', 'Windows', 'Server', '2022', 'reporta', 'un', '0x00A45F', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00792,"['No', 'puedo', 'instalar', 'el', 'Impresora', 'Laserjet', '400', 'en', 'mi', 'Windows', 'Server', '2022', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O']"
tkt_00793,"['Mi', 'equipo', 'es', 'un', 'Red', 'Hat', 'Enterprise', '9', 'y', 'el', 'software', 'Router', 'Pro-Link', 'XG', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00794,"['Mi', 'equipo', 'es', 'un', 'macOS', 'Sonoma', 'y', 'el', 'software', 'Agente', 'de', 'Backup', 'v3.1', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00795,"['La', 'actualización', 'de', 'Red', 'Hat', 'Enterprise', '9', 'rompió', 'la', 'compatibilidad', 'con', 'Impresora', 'Laserjet', '400', 'dando', 'FATAL_SYS_ERROR', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00796,"['La', 'actualización', 'de', 'Ubuntu', '22.04', 'LTS', 'rompió', 'la', 'compatibilidad', 'con', 'Agente', 'de', 'Backup', 'v3.1', 'dando', '0x00A45F', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00797,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'FATAL_SYS_ERROR', '.', 'Uso', 'Ubuntu', '22.04', 'LTS', 'y', 'Monitor', 'UltraView', '27', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00798,"['Estoy', 'recibiendo', 'el', 'código', '0x00A45F', 'constantemente', 'en', 'el', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00799,"['Mi', 'equipo', 'es', 'un', 'Ubuntu', '22.04', 'LTS', 'y', 'el', 'software', 'App', 'de', 'Contabilidad', 'Plus', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00800,"['No', 'puedo', 'instalar', 'el', 'Firewall', 'XG-2100', 'en', 'mi', 'Windows', '11', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'O']"
tkt_00801,"['Estoy', 'recibiendo', 'el', 'código', 'E_PERM_DENIED', 'constantemente', 'en', 'el', 'Impresora', 'Laserjet', '400', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00802,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', '404_NOT_FOUND', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00803,"['La', 'actualización', 'de', 'Red', 'Hat', 'Enterprise', '9', 'rompió', 'la', 'compatibilidad', 'con', 'Monitor', 'UltraView', '27', 'dando', '404_NOT_FOUND', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00804,"['Error', 'FATAL_SYS_ERROR', 'al', 'conectar', 'con', 'el', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00805,"['Ayuda,', 'el', 'Red', 'Hat', 'Enterprise', '9', 'reporta', 'un', '0x00A45F', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00806,"['Ayuda,', 'el', 'iOS', '17', 'reporta', 'un', '0xDEADBEEF', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00807,"['Error', 'E_CONN_REFUSED', 'al', 'conectar', 'con', 'el', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00808,"['Estoy', 'recibiendo', 'el', 'código', 'E_PERM_DENIED', 'constantemente', 'en', 'el', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00809,"['No', 'hay', 'conexión.', 'El', 'log', 'muestra', 'E_CONN_REFUSED', '.', 'Uso', 'Windows', 'Server', '2022', 'y', 'Firewall', 'XG-2100', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00810,"['Estoy', 'recibiendo', 'el', 'código', '0xDEADBEEF', 'constantemente', 'en', 'el', 'Router', 'Pro-Link', 'XG', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00811,"['Estoy', 'recibiendo', 'el', 'código', '404_NOT_FOUND', 'constantemente', 'en', 'el', 'Servidor', 'PowerEdge', 'R7', '.']","['O', 'O', 'O', 'O', 'B-ERR', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00812,"['Error', 'E_PERM_DENIED', 'al', 'conectar', 'con', 'el', 'Router', 'Pro-Link', 'XG', '.']","['O', 'B-ERR', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00813,"['El', 'sistema', 'Red', 'Hat', 'Enterprise', '9', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Monitor', 'UltraView', '27', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00814,"['La', 'actualización', 'de', 'Ubuntu', '22.04', 'LTS', 'rompió', 'la', 'compatibilidad', 'con', 'Impresora', 'Laserjet', '400', 'dando', '404_NOT_FOUND', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00815,"['He', 'probado', 'a', 'reiniciar', 'el', 'ordenador', 'varias', 'veces', 'y', 'no', 'funciona.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
tkt_00816,"['El', 'sistema', 'Ubuntu', '22.04', 'LTS', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Firewall', 'XG-2100', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00817,"['Ayuda,', 'el', 'Red', 'Hat', 'Enterprise', '9', 'reporta', 'un', '404_NOT_FOUND', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00818,"['Ayuda,', 'el', 'Ubuntu', '22.04', 'LTS', 'reporta', 'un', '404_NOT_FOUND', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00819,"['Ayuda,', 'el', 'Android', '14', 'reporta', 'un', 'RUNTIME_ERROR', '505', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'B-ERR', 'I-ERR', 'O']"
tkt_00820,"['Ayuda,', 'el', 'Windows', 'Server', '2022', 'reporta', 'un', 'E_CONN_REFUSED', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'B-ERR', 'O']"
tkt_00821,"['Tengo', 'un', 'problema', 'con', 'Agente', 'de', 'Backup', 'v3.1', '.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00822,"['No', 'puedo', 'instalar', 'el', 'Impresora', 'Laserjet', '400', 'en', 'mi', 'Ubuntu', '22.04', 'LTS', 'nuevo.']","['O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O']"
tkt_00823,"['El', 'sistema', 'Ubuntu', '22.04', 'LTS', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Monitor', 'UltraView', '27', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00824,"['El', 'sistema', 'Windows', '11', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'App', 'de', 'Contabilidad', 'Plus', '.']","['O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
tkt_00825,"['El', 'sistema', 'Red', 'Hat', 'Enterprise', '9', 'se', 'reinicia', 'solo', 'cuando', 'abro', 'la', 'Firewall', 'XG-2100', '.']","['O', 'O', 'B-OS', 'I-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'O']"
tkt_00826,"['La', 'actualización', 'de', 'Android', '14', 'rompió', 'la', 'compatibilidad', 'con', 'Base', 'de', 'Datos', 'SQL-Flex', 'dando', '0xDEADBEEF', '.']","['O', 'O', 'O', 'B-OS', 'I-OS', 'O', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O', 'B-ERR', 'O']"
tkt_00827,"['Mi', 'equipo', 'es', 'un', 'Windows', 'Server', '2022', 'y', 'el', 'software', 'Agente', 'de', 'Backup', 'v3.1', 'falla.']","['O', 'O', 'O', 'O', 'B-OS', 'I-OS', 'I-OS', 'O', 'O', 'O', 'B-PROD', 'I-PROD', 'I-PROD', 'I-PROD', 'O']"
